id,value,p(s),frequency,is_destination
2282,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(OPPOSITE), NextIntersection(NONE), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(NO))",2.9984108422536055e-05,1,0
2283,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(OPPOSITE), NextIntersection(NONE), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(YES))",2.9984108422536055e-05,1,0
2284,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(RIGHT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2285,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(OPPOSITE), NextIntersection(NONE), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(YES))",2.9984108422536055e-05,1,0
2286,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2287,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2288,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2289,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2290,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2291,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2292,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(RIGHT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2293,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2294,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2295,"(IdleTime(4), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2296,"(IdleTime(5+), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00017990465053521634,6,0
2297,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(LEFT), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2298,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2299,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2300,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(NONE), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2301,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2302,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(RIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2303,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2304,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(RIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2305,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2306,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2307,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.0002698569758028245,9,1
2308,"(IdleTime(5+), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.000539713951605649,18,0
2309,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",0.00014992054211268027,5,0
2310,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2311,"(IdleTime(5+), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",0.00029984108422536054,10,0
2312,"(IdleTime(4), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.0002098887589577524,7,0
2313,"(IdleTime(4), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",0.00014992054211268027,5,0
2314,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2315,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2316,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2317,"(IdleTime(4), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2318,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2319,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2320,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2321,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2322,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2323,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2324,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2325,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(YES))",0.00011993643369014422,4,0
2326,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(OPPOSITE), NextIntersection(NONE), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(YES), FrontObjects(NO))",2.9984108422536055e-05,1,0
2327,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(YES))",5.996821684507211e-05,2,0
2328,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2329,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2330,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2331,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(NONE), Velocity(LOW), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2332,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",5.996821684507211e-05,2,0
2333,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2334,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2335,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2336,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(NO))",0.00017990465053521634,6,0
2337,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00017990465053521634,6,0
2338,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2339,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2340,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00017990465053521634,6,0
2341,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(LEFT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2342,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(NONE), NextIntersection(NONE), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2343,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2344,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2345,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2346,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(HIGH), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2347,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",0.0002098887589577524,7,0
2348,"(IdleTime(4), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00011993643369014422,4,0
2349,"(IdleTime(5+), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2350,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2351,"(IdleTime(5+), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(STOPPED), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(YES), IsTrafficLightNearby(YES), FrontObjects(NO))",0.0003598093010704327,12,0
2352,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2353,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2354,"(IdleTime(5+), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(STOPPED), Rotation(LEFT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2355,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2356,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.0002098887589577524,7,0
2357,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(LOW), Rotation(RIGHT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",0.00023987286738028844,8,0
2358,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(LOW), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",8.995232526760817e-05,3,0
2359,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",5.996821684507211e-05,2,0
2360,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(MEDIUM), Rotation(RIGHT), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2361,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(START), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2362,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(STRAIGHT), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
2363,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(INTERSECTION), LanePosition(CENTER), NextIntersection(NONE), Velocity(LOW), Rotation(LEFT), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2364,"(IdleTime(0), PedestrianNearby(NO), IsTwoWheelNearby(NO), BlockProgress(END), LanePosition(CENTER), NextIntersection(NONE), Velocity(MEDIUM), Rotation(FORWARD), StopAreaNearby(TURN_STOP), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(NO))",2.9984108422536055e-05,1,0
2365,"(IdleTime(0), PedestrianNearby(YES), IsTwoWheelNearby(NO), BlockProgress(MIDDLE), LanePosition(ALIGNED), NextIntersection(NONE), Velocity(HIGH), Rotation(FORWARD), StopAreaNearby(NO), IsZebraNearby(NO), IsTrafficLightNearby(NO), FrontObjects(YES))",2.9984108422536055e-05,1,0
